El,r,dHdphiext_over_Delta_sqr,d2E01dphi2_Hz,dHdr_over_Delta_sqr,f01_derivative_Hz
771311122.5104184,0.5700000000000001,0.011431526951777812,700432031.9411682,0.0,8667973462.93106
771311122.5104184,0.59,0.011782846135798991,634174989.936278,0.0,8252107739.623314
771311122.5104184,0.61,0.01211701343134124,573107979.3418804,0.0,7818791807.12754
771311122.5104184,0.63,0.012433544340951343,516830431.471166,0.0,7371176242.377689
771311122.5104184,0.65,0.01273204105663988,464972982.4164479,0.0,6912323338.851245
771311122.5104184,0.67,0.01301220202437254,417199410.3549682,0.0,6445183000.099566
771311122.5104184,0.6900000000000001,0.013273829334185206,373185065.4857674,0.0,5972568361.1085615
771311122.5104184,0.7100000000000001,0.013516833426009916,332642508.2265716,0.0,5497132515.397436
771311122.5104184,0.73,0.013741234831539849,295296421.193585,0.0,5021347591.30341
771311122.5104184,0.75,0.01394716289563148,260888710.56763166,0.0,4547487205.072151
771311122.5104184,0.77,0.014134851621456885,229190136.37857336,0.0,4077613042.5604515
771311122.5104184,0.79,0.014304632949261289,199979696.86370534,0.0,3613566023.249312
771311122.5104184,0.81,0.014456927900843502,173051493.5955559,0.0,3156962199.3367496
771311122.5104184,0.8300000000000001,0.014592236097279677,148219432.38346842,0.0,2709193268.5579166
771311122.5104184,0.85,0.014711124187265974,125305917.80377416,0.0,2271431344.4225826
771311122.5104184,0.87,0.014814213712965135,104151158.57861707,0.0,1844637477.8086948
771311122.5104184,0.89,0.014902168897360383,84599713.28617369,0.0,1429573215.850177
771311122.5104184,0.91,0.014975684771170852,66513001.26498507,0.0,1026814775.3142371
771311122.5104184,0.93,0.015035475977815748,49762504.381002836,0.0,636768099.0693797
771311122.5104184,0.9500000000000001,0.015082266510292399,34225886.4333949,0.0,259687973.7833021
771311122.5104184,0.97,0.015116780551232821,19796669.80271487,0.0,-104313741.62442605
771311122.5104184,0.99,0.015139734512002732,6367395.558308082,0.0,-455217744.1230777
917738133.701449,0.01,9.644606797953082e-06,5687996715.865184,0.0,532408409.95083034
917738133.701449,0.03,8.648020354956014e-05,5645828502.905737,0.0,1598034876.1988153
917738133.701449,0.05,0.00023846364392555658,5563091733.35734,0.0,2641424861.9462976
917738133.701449,0.06999999999999999,0.00046233860257230327,5442820459.567395,0.0,3655337551.821279
917738133.701449,0.09,0.0007535020609535182,5289241161.469331,0.0,4628000036.509987
917738133.701449,0.11,0.0011062995601800543,5107398709.2726,0.0,5550558268.706379
917738133.701449,0.13,0.0015143577799488482,4902789727.363389,0.0,6415339312.402491
917738133.701449,0.15000000000000002,0.001970918441633399,4681007977.805187,0.0,7216426619.133668
917738133.701449,0.17,0.0024691432372200045,4447417664.365669,0.0,7949480543.604579
917738133.701449,0.19,0.0030023686246815782,4206951051.038564,0.0,8611652982.111221
917738133.701449,0.21000000000000002,0.0035642994344877756,3963946059.8513017,0.0,9201401717.536306
917738133.701449,0.23,0.004149139293373555,3722062706.391836,0.0,9718289796.211754
917738133.701449,0.25,0.004751662700007458,3484283617.0884748,0.0,10162776160.865725
917738133.701449,0.27,0.005367237816768806,3252937582.4879127,0.0,10536018464.38513
917738133.701449,0.29000000000000004,0.005991810914989024,3029768962.280038,0.0,10839697907.208727
917738133.701449,0.31,0.006621863494673446,2815992648.4835515,0.0,11075872339.574945
917738133.701449,0.33,0.007254352040865407,2612404942.045506,0.0,11246859478.826326
917738133.701449,0.35000000000000003,0.007886638746909019,2419442561.2774086,0.0,11355149333.567266
917738133.701449,0.37,0.008516419751050228,2237261942.6569986,0.0,11403343057.94527
917738133.701449,0.39,0.009141655760933828,2065805733.0957398,0.0,11394114435.494444
917738133.701449,0.41000000000000003,0.009760508512747845,1904860094.4243755,0.0,11330189737.748743
917738133.701449,0.43,0.010371285365646105,1754097890.735901,0.0,11214341633.769619
917738133.701449,0.45,0.010972393446967208,1613111186.9172952,0.0,11049392995.257723
917738133.701449,0.47000000000000003,0.011562304089613205,1481444197.5859022,0.0,10838226730.84934
917738133.701449,0.49,0.012139527781060125,1358622134.1546044,0.0,10583798154.007305
917738133.701449,0.51,0.012702599419782057,1244153014.8221045,0.0,10289146813.265322
917738133.701449,0.53,0.01325007330799545,1137553265.5814257,0.0,9957405172.81521
917738133.701449,0.55,0.013780526974338217,1038347151.1909641,0.0,9591802052.081224
917738133.701449,0.5700000000000001,0.014292572608422375,946077164.6302999,0.0,9195659308.199287
917738133.701449,0.59,0.0147848746083421,860304337.3245554,0.0,8772380859.906279
917738133.701449,0.61,0.01525617151105771,780613880.049322,0.0,8325433815.296834
917738133.701449,0.63,0.015705300418991035,706613931.611641,0.0,7858322117.75999
917738133.701449,0.65,0.01613122197876111,637930452.2878113,0.0,7374553741.502635
917738133.701449,0.67,0.016533044027650795,574214054.7123151,0.0,6877602995.132917
917738133.701449,0.6900000000000001,0.01691004220609705,515134707.4705301,0.0,6370869880.0708
917738133.701449,0.7100000000000001,0.01726167613133449,460382300.4997882,0.0,5857638671.9334545
917738133.701449,0.73,0.017587600114538728,409656930.8939668,0.0,5341037924.222154
917738133.701449,0.75,0.017887667845662873,362686708.465065,0.0,4824003936.179544
917738133.701449,0.77,0.01816193092431736,319201042.0278174,0.0,4309249416.258995
917738133.701449,0.79,0.018410631539013966,278959841.806864,0.0,3799238633.4183755
917738133.701449,0.81,0.018634189954440796,241723100.56391448,0.0,3296169852.0539885
917738133.701449,0.8300000000000001,0.01883318773153363,207265304.9881925,0.0,2801965337.1941776
917738133.701449,0.85,0.01900834776552696,175382103.6152004,0.0,2318268733.174587
917738133.701449,0.87,0.019160512283666675,145871971.73010448,0.0,1846449238.538083
917738133.701449,0.89,0.019290619908643798,118545892.40575574,0.0,1387611675.0114238
917738133.701449,0.91,0.01939968278546568,93229527.78806394,0.0,942611439.1763386
917738133.701449,0.93,0.01948876461148254,69758538.33464003,0.0,512072950.3341127
917738133.701449,0.9500000000000001,0.019558960224841236,47977386.66632741,0.0,96411309.48377453
917738133.701449,0.97,0.019611377216268853,27743479.34034681,0.0,-304147124.02208304
917738133.701449,0.99,0.01964711984899853,8921745.437936684,0.0,-689534158.5555449
1091963096.951765,0.01,1.0523419386175482e-05,6216640178.006948,0.0,511498221.32874995
1091963096.951765,0.03,9.44325865292616e-05,6178345209.097124,0.0,1535189453.560488
1091963096.951765,0.05,0.00026078586225380447,6102937325.836456,0.0,2540982238.3674755
1091963096.951765,0.06999999999999999,0.0005067401447730255,5992706103.11351,0.0,3522948311.455158
1091963096.951765,0.09,0.0008282381881612015,5850865709.8603,0.0,4471325070.773665
1091963096.951765,0.11,0.0012202310001736907,5681344700.233223,0.0,5378509160.821176
1091963096.951765,0.13,0.0016769353497807478,5488506294.884631,0.0,6237648060.888603
1091963096.951765,0.15000000000000002,0.002192101783784876,5276937554.708461,0.0,7043126107.291457
1091963096.951765,0.17,0.0027592708097826163,5051169289.431622,0.0,7790457917.537763
1091963096.951765,0.19,0.003371999661385846,4815544686.818859,0.0,8476267326.321573
1091963096.951765,0.21000000000000002,0.00402404806509833,4574028170.757688,0.0,9098186741.017752
1091963096.951765,0.23,0.004709517485464883,4330139972.883401,0.0,9654739691.020868
1091963096.951765,0.25,0.005422943551183277,4086904061.09623,0.0,10145207696.53455
1091963096.951765,0.27,0.00615934527449005,3846833666.231215,0.0,10569496774.09405
1091963096.951765,0.29000000000000004,0.006914237152910222,3611944638.1096983,0.0,10928011810.917912
1091963096.951765,0.31,0.007683611435253863,3383818321.8326774,0.0,11221545401.3413
1091963096.951765,0.33,0.00846389803508567,3163616007.2641277,0.0,11451184879.06643
1091963096.951765,0.35000000000000003,0.009251909116309092,2952155823.122595,0.0,11618239244.558846
1091963096.951765,0.37,0.010044774557140417,2749968007.844748,0.0,11724186034.958015
1091963096.951765,0.39,0.010839873553039,2557336314.707687,0.0,11770637018.686062
1091963096.951765,0.41000000000000003,0.011634766700833028,2374359892.422391,0.0,11759320768.928986
1091963096.951765,0.43,0.012427132098690114,2200977515.4025283,0.0,11692079634.381355
1091963096.951765,0.45,0.013214708325713661,2037027772.9673483,0.0,11570878254.47283
1091963096.951765,0.47000000000000003,0.013995246615514684,1882265395.577421,0.0,11397820519.801481
1091963096.951765,0.49,0.01476647406897417,1736380323.1740735,0.0,11175171719.596767
1091963096.951765,0.51,0.015526069309229631,1599032227.7521348,0.0,10905382516.9049
1091963096.951765,0.53,0.01627165151334144,1469865488.3374872,0.0,10591111392.376657
1091963096.951765,0.55,0.01700078321742344,1348500947.323042,0.0,10235242318.648706
1091963096.951765,0.5700000000000001,0.01771098666276451,1234573403.4027016,0.0,9840894698.59014
1091963096.951765,0.59,0.018399772734242953,1127721468.871402,0.0,9411423074.74995
1091963096.951765,0.61,0.019064680774466495,1027583355.7069917,0.0,8950404803.287933
1091963096.951765,0.63,0.019703326801743547,933817749.839468,0.0,8461614757.949213
1091963096.951765,0.65,0.02031345700246481,846104071.5384729,0.0,7948987150.112619
1091963096.951765,0.67,0.0208930029009227,764117308.0955585,0.0,7416565645.248262
1091963096.951765,0.6900000000000001,0.021440134413497135,687556513.0096121,0.0,6868443984.079456
1091963096.951765,0.7100000000000001,0.0219533071217404,616128299.8802736,0.0,6308700179.008601
1091963096.951765,0.73,0.022431300559300076,549554775.5428195,0.0,5741327953.69136
1091963096.951765,0.75,0.022873245060863343,487555913.5613981,0.0,5170169322.766559
1091963096.951765,0.77,0.02327863568279077,429872858.9716645,0.0,4598852063.021308
1091963096.951765,0.79,0.023647332760041738,376246978.7302706,0.0,4030735336.7139683
1091963096.951765,0.81,0.023979549687784468,326429678.3958514,0.0,3468865955.175021
1091963096.951765,0.8300000000000001,0.024275829396333066,280175580.6441159,0.0,2915946832.3007417
1091963096.951765,0.85,0.02453701164224975,237252878.3857208,0.0,2374318201.1977158
1091963096.951765,0.87,0.024764193624084368,197433835.70798895,0.0,1845951243.5911825
1091963096.951765,0.89,0.024958686546949358,160499012.416171,0.0,1332453060.8007638
1091963096.951765,0.91,0.0251219706390616,126239490.68600368,0.0,835081236.3769898
1091963096.951765,0.93,0.025255650821643133,94453111.64855956,0.0,354766392.00975454
1091963096.951765,0.9500000000000001,0.02536141481715759,64948924.536557555,0.0,-107860739.39144288
1091963096.951765,0.97,0.02544099501417015,37543441.29070793,0.0,-552434539.5451933
1091963096.951765,0.99,0.02549613494453793,12067325.365912054,0.0,-978833266.7527363
1299263222.6094093,0.01,1.1380714331842541e-05,6648483534.031307,0.0,495988096.452845
1299263222.6094093,0.03,0.00010218959433920565,6614318222.099973,0.0,1488554068.355518
1299263222.6094093,0.05,0.0002825577760369503,6546856530.779414,0.0,2466649443.4348464
1299263222.6094093,0.06999999999999999,0.0005500496743143802,6447782352.383604,0.0,3425415424.4403815
1299263222.6094093,0.09,0.0009011645824887034,6319504661.132382,0.0,4356768295.338794
1299263222.6094093,0.11,0.0013315033291749145,6164993200.262795,0.0,5254237360.854925
1299263222.6094093,0.13,0.0018359656053059442,5987627972.57335,0.0,6111812626.68864
1299263222.6094093,0.15000000000000002,0.0024089614007340395,5791031814.044283,0.0,6924344489.540959
1299263222.6094093,0.17,0.003044620588570717,5578903627.3612175,0.0,7687474608.759612
1299263222.6094093,0.19,0.0037369869587919645,5354876337.985403,0.0,8397644069.568199
1299263222.6094093,0.21000000000000002,0.004480186328119152,5122387233.055745,0.0,9052040466.164007
1299263222.6094093,0.23,0.005268562090694623,4884620559.977502,0.0,9648530867.413315
1299263222.6094093,0.25,0.006096775160593855,4644413332.226351,0.0,10185578590.521338
1299263222.6094093,0.27,0.006959868298065791,4404240769.022519,0.0,10662154391.418638
1299263222.6094093,0.29000000000000004,0.00785329710278307,4166206649.70162,0.0,11077648082.046013
1299263222.6094093,0.31,0.008772931464793698,3932050677.8205795,0.0,11431786228.262827
1299263222.6094093,0.33,0.0097150320749106,3703169742.7808623,0.0,11724559959.19911
1299263222.6094093,0.35000000000000003,0.010676206868042352,3480657100.849544,0.0,11956165718.726107
1299263222.6094093,0.37,0.011653352185589338,3265310441.995404,0.0,12126960684.270653
1299263222.6094093,0.39,0.012643583166382736,3057717432.8184614,0.0,12237433664.390326
1299263222.6094093,0.41000000000000003,0.013644157548709604,2858237538.5785837,0.0,12288191558.426891
1299263222.6094093,0.43,0.014652396787074506,2667090551.5238185,0.0,12279960834.515144
1299263222.6094093,0.45,0.015665608211049457,2484337538.9207263,0.0,12213602924.278915
1299263222.6094093,0.47000000000000003,0.016681011891379865,2309955012.636086,0.0,12090141886.33044
1299263222.6094093,0.49,0.01769567590150934,2143835261.2269297,0.0,11910802098.630749
1299263222.6094093,0.51,0.018706463705736892,1985804750.6391385,0.0,11677053123.861576
1299263222.6094093,0.53,0.019709997373479584,1835657445.5339885,0.0,11390658221.950333
1299263222.6094093,0.55,0.02070264009908253,1693165163.5907357,0.0,11053722359.14125
1299263222.6094093,0.5700000000000001,0.021680500982781327,1558083401.0409327,0.0,10668735051.884808
1299263222.6094093,0.59,0.022639464106831056,1430154896.8541255,0.0,10238603104.350075
1299263222.6094093,0.61,0.02357524257666771,1309130943.101706,0.0,9766668396.376837
1299263222.6094093,0.63,0.0244834564224962,1194769546.6071062,0.0,9256706457.403385
1299263222.6094093,0.65,0.025359731199920528,1086830157.5650873,0.0,8712902689.196451
1299263222.6094093,0.67,0.02619981201407203,985080090.3556271,0.0,8139804756.061086
1299263222.6094093,0.6900000000000001,0.026999685817995167,889295957.8602585,0.0,7542251719.190277
1299263222.6094093,0.7100000000000001,0.027755703522996857,799248172.7108513,0.0,6925282736.795801
1299263222.6094093,0.73,0.028464692980095428,714730643.7639848,0.0,6294030261.098132
1299263222.6094093,0.75,0.029124054405149168,635511538.6923566,0.0,5653604348.456527
1299263222.6094093,0.77,0.029731831316845616,561381278.3329757,0.0,5008975655.182389
1299263222.6094093,0.79,0.030286752349703624,492108781.6179412,0.0,4364864792.23891
1299263222.6094093,0.81,0.030788242062290427,427476591.16921955,0.0,3725644930.96754
1299263222.6094093,0.8300000000000001,0.031236401678879613,367243286.1918026,0.0,3095263039.0682187
1299263222.6094093,0.85,0.031631963188897466,311182593.80773175,0.0,2477183151.1896386
1299263222.6094093,0.87,0.03197622208220478,259055158.82157785,0.0,1874352921.1957285
1299263222.6094093,0.89,0.032270955058721046,210624319.8237468,0.0,1289192774.6605234
1299263222.6094093,0.91,0.032518329306739,165653331.42231423,0.0,723605136.4619533
1299263222.6094093,0.93,0.032720809508729326,123909846.33534223,0.0,179000908.57414836
1299263222.6094093,0.9500000000000001,0.03288106779815739,85165673.7573368,0.0,-343663216.9188642
1299263222.6094093,0.97,0.03300190067452663,49200672.24797513,0.0,-843831863.0775415
1299263222.6094093,0.99,0.03308615558907373,15801509.896504506,0.0,-1321319454.0034344
1545917555.5819676,0.01,1.2162032247014181e-05,6971537886.059162,0.0,484834771.8675264
1545917555.5819676,0.03,0.00010926034333443256,6941429590.54475,0.0,1454998751.9248421
1545917555.5819676,0.05,0.0003024111951836008,6881848151.880439,0.0,2413470668.735087
1545917555.5819676,0.06999999999999999,0.0005895699120323085,6794027578.933951,0.0,3356282234.7412195
1545917555.5819676,0.09,0.0009677827490041017,6679745175.681165,0.0,4276777936.301896
1545917555.5819676,0.11,0.0014333124212405365,6541216581.732956,0.0,5169516286.477278
1545917555.5819676,0.13,0.001981789579750714,6381021835.740078,0.0,6029326012.651827
1545917555.5819676,0.15000000000000002,0.0026083791762713227,6201961970.403022,0.0,6851628444.312168
1545917555.5819676,0.17,0.0033079505409923447,6006960575.143085,0.0,7632387485.254654
1545917555.5819676,0.19,0.00407524092584172,5798970048.26536,0.0,8368127675.993359
1545917555.5819676,0.21000000000000002,0.004905003965773334,5580867345.637882,0.0,9055905844.019562
1545917555.5819676,0.23,0.005792136644958166,5355377601.269594,0.0,9693272022.161728
1545917555.5819676,0.25,0.0067317805957884495,5125032291.30912,0.0,10278215897.40281
1545917555.5819676,0.27,0.007719395637451965,4892112669.703884,0.0,10809105862.606749
1545917555.5819676,0.29000000000000004,0.008750805196194518,4658643117.127957,0.0,11284624629.404505
1545917555.5819676,0.31,0.009822214552987716,4426364737.948189,0.0,11703705672.391571
1545917555.5819676,0.33,0.010930203730034525,4196757209.866316,0.0,12065474007.261103
1545917555.5819676,0.35000000000000003,0.012071697311543826,3971045194.1834273,0.0,12369194285.556988
1545917555.5819676,0.37,0.013243913693027258,3750206272.2137284,0.0,12614228661.266718
1545917555.5819676,0.39,0.014444296284007169,3535001824.388799,0.0,12800006445.117746
1545917555.5819676,0.41000000000000003,0.015670429174064738,3326007863.0644016,0.0,12926007205.525743
1545917555.5819676,0.43,0.016919939828093464,3123633203.7031026,0.0,12991758676.74409
1545917555.5819676,0.45,0.018190391605882986,2928141031.62903,0.0,12996850530.383333
1545917555.5819676,0.47000000000000003,0.019479169383075177,2739692130.324766,0.0,12940964694.15491
1545917555.5819676,0.49,0.02078336233093598,2558339446.362761,0.0,12823922388.337046
1545917555.5819676,0.51,0.02209964898888293,2384062659.617552,0.0,12645747302.935448
1545917555.5819676,0.53,0.023424191067367605,2216810811.622855,0.0,12406743282.8797
1545917555.5819676,0.55,0.02475254379528988,2056469453.5166943,0.0,12107583531.822628
1545917555.5819676,0.5700000000000001,0.026079591822919003,1902919478.829374,0.0,11749406663.7452
1545917555.5819676,0.59,0.027399520360582352,1756022418.5137403,0.0,11333913089.997042
1545917555.5819676,0.61,0.028705830964648276,1615637117.0810816,0.0,10863453453.782946
1545917555.5819676,0.63,0.029991409773980765,1481637952.2933173,0.0,10341099425.946789
1545917555.5819676,0.65,0.031248652770896418,1353891678.2988715,0.0,9770686631.03821
1545917555.5819676,0.67,0.03246964776574481,1232287862.6105714,0.0,9156820127.613522
1545917555.5819676,0.6900000000000001,0.03364640663513481,1116726498.9184349,0.0,8504835066.494298
1545917555.5819676,0.7100000000000001,0.03477113465947939,1007106099.0795647,0.0,7820708908.718854
1545917555.5819676,0.73,0.03583651773915328,903330566.691369,0.0,7110926577.5776205
1545917555.5819676,0.75,0.03683600409003808,805300712.9983802,0.0,6382305481.886099
1545917555.5819676,0.77,0.03776405580773664,712909713.0568987,0.0,5641792510.253663
1545917555.5819676,0.79,0.03861634799522681,626035577.9706815,0.0,4896248873.57978
1545917555.5819676,0.81,0.039389898770077314,544537349.3076597,0.0,4152240275.2531657
1545917555.5819676,0.8300000000000001,0.04008312144974187,468252424.02381504,0.0,3415848992.05583
1545917555.5819676,0.85,0.04069579908475922,396999065.24186283,0.0,2692521277.546918
1545917555.5819676,0.87,0.0412289896764608,330577176.389006,0.0,1986958722.5202165
1545917555.5819676,0.89,0.04168487657457259,268760882.10233706,0.0,1303056852.5193388
1545917555.5819676,0.91,0.042066581971458364,211310435.16729292,0.0,643889046.9169244
1545917555.5819676,0.93,0.042377962019242814,157972608.74325466,0.0,11730402.85895762
1545917555.5819676,0.9500000000000001,0.04262340036175214,108503217.50050968,0.0,-591888317.6009163
1545917555.5819676,0.97,0.04280761357839386,62627384.146464236,0.0,-1166100227.4363093
1545917555.5819676,0.99,0.042935478033259394,20094163.580039117,0.0,-1710625941.1589503
1839397165.307878,0.01,1.2803338266491333e-05,7188703441.261017,0.0,476561841.46980876
1839397165.307878,0.03,0.00011506692609537168,7162298726.430873,0.0,1430093419.8441525
1839397165.307878,0.05,0.0003187315935132669,7109956897.819165,0.0,2374237312.543149
1839397165.307878,0.06999999999999999,0.0006221075662691804,7032576525.727496,0.0,3305781326.37474
1839397165.307878,0.09,0.001022745851760074,6931482732.772827,0.0,4219305234.59947
1839397165.307878,0.11,0.001517534486693107,6808329909.703164,0.0,5110307220.454005
1839397165.307878,0.13,0.002102816702247491,6665062921.224181,0.0,5974436526.296807
1839397165.307878,0.15000000000000002,0.002774523682901866,6503841517.610648,0.0,6807749726.938914
1839397165.307878,0.17,0.003528314236785581,6326957417.207895,0.0,7606671664.65692
1839397165.307878,0.19,0.0043597139729563495,6136762976.002449,0.0,8368014516.74322
1839397165.307878,0.21000000000000002,0.005264247371310687,5935605616.579351,0.0,9088961574.814451
1839397165.307878,0.23,0.006237557264331261,5725769383.400985,0.0,9767043033.74757
1839397165.307878,0.25,0.007275507542462066,5509421868.737209,0.0,10400099417.763544
1839397165.307878,0.27,0.008374266176050957,5288593870.389094,0.0,10986237131.303593
1839397165.307878,0.29000000000000004,0.009530366779455905,5065118321.625227,0.0,11523778380.79331
1839397165.307878,0.31,0.01074074783390931,4840652587.949615,0.0,12011208250.53438
1839397165.307878,0.33,0.012002769287677635,4616644625.083686,0.0,12447121399.541248
1839397165.307878,0.35000000000000003,0.013314206559497766,4394331248.371872,0.0,12830170734.077393
1839397165.307878,0.37,0.014673222014096625,4174772035.4021215,0.0,13159020262.812935
1839397165.307878,0.39,0.0160783138158338,3958830895.02079,0.0,13432304306.261211
1839397165.307878,0.41000000000000003,0.0175282417820664,3747197462.976593,0.0,13648595288.285412
1839397165.307878,0.43,0.019021929559837326,3540412108.804761,0.0,13806382500.807419
1839397165.307878,0.45,0.020558342272403277,3338868700.253594,0.0,13904064507.250328
1839397165.307878,0.47000000000000003,0.022136338890370023,3142852062.0876985,0.0,13939958164.573856
1839397165.307878,0.49,0.02375449917188965,2952535734.982834,0.0,13912327543.606514
1839397165.307878,0.51,0.025410926309486204,2768013218.5552535,0.0,13819436175.277779
1839397165.307878,0.53,0.027103028644795853,2589311359.975755,0.0,13659625872.728434
1839397165.307878,0.55,0.02882728715318096,2416409446.460685,0.0,13431424653.768446
1839397165.307878,0.5700000000000001,0.03057901992473598,2249249391.850737,0.0,13133684747.807922
1839397165.307878,0.59,0.03235216040776603,2087758955.8178613,0.0,12765749065.254498
1839397165.307878,0.61,0.034139072191788536,1931859220.9668503,0.0,12327640687.58213
1839397165.307878,0.63,0.03593042854577072,1781485270.3133802,0.0,11820264960.395576
1839397165.307878,0.65,0.03771518821356774,1636585659.115585,0.0,11245608064.237795
1839397165.307878,0.67,0.03948069813724736,1497134241.959483,0.0,10606910421.543068
1839397165.307878,0.6900000000000001,0.04121294691185165,1363140722.4910774,0.0,9908789344.819029
1839397165.307878,0.7100000000000001,0.04289697872250018,1234641459.9762747,0.0,9157284649.263739
1839397165.307878,0.73,0.044517456755954456,1111690147.0754569,0.0,8359805052.657737
1839397165.307878,0.75,0.04605934036466936,994369555.4241691,0.0,7524962764.574417
1839397165.307878,0.77,0.04750861657432679,882756285.5002804,0.0,6662298029.495796
1839397165.307878,0.79,0.048853010027877064,776920670.7846259,0.0,5781912100.308267
1839397165.307878,0.81,0.05008259154530828,676910469.782721,0.0,4894042502.938098
1839397165.307878,0.8300000000000001,0.05119021663187404,582735154.967947,0.0,4008624607.346968
1839397165.307878,0.85,0.05217174974505521,494361529.45842934,0.0,3134885685.6401467
1839397165.307878,0.87,0.05302606226271519,411700337.04620045,0.0,2281011279.436667
1839397165.307878,0.89,0.053754824192474036,334609697.8924938,0.0,1453910626.0241075
1839397165.307878,0.91,0.054362134664987634,262905523.92939925,0.0,659091783.5437702
1839397165.307878,0.93,0.054854049897151626,196358168.9952575,0.0,-99358766.5275838
1839397165.307878,0.9500000000000001,0.05523806895389301,134696647.09346804,0.0,-818707693.5396968
1839397165.307878,0.97,0.055522629663220885,77635590.67126404,0.0,-1497444892.2985704
1839397165.307878,0.99,0.05571665341234529,24869670.7499396,0.0,-2135102162.1607451
2188591441.7143464,0.01,1.3241524539860881e-05,7315790032.701393,0.0,469419829.48556066
2188591441.7143464,0.03,0.00011903932484783896,7292552266.474851,0.0,1408589678.3353086
2188591441.7143464,0.05,0.0003299238830640865,7246423877.51943,0.0,2340301357.6429844
2188591441.7143464,0.06999999999999999,0.0006445003078516112,7178068173.133221,0.0,3261988233.3180213
2188591441.7143464,0.09,0.0010607427210473008,7088489581.521023,0.0,4169300939.0653954
2188591441.7143464,0.11,0.0015760698830695116,6978929754.788113,0.0,5058587636.700033
2188591441.7143464,0.13,0.002187439563558599,6850885101.318358,0.0,5926278650.705776
2188591441.7143464,0.15000000000000002,0.0028914568804623633,6706015431.050171,0.0,6769088226.969116
2188591441.7143464,0.17,0.0036844914649111055,6546125606.182925,0.0,7583983771.838243
2188591441.7143464,0.19,0.004562798326320653,6373085751.327044,0.0,8368203345.5293865
2188591441.7143464,0.21000000000000002,0.005522637639490338,6188809066.536501,0.0,9119246392.454762
2188591441.7143464,0.23,0.006560389268972535,5995185465.016315,0.0,9834858605.549608
2188591441.7143464,0.25,0.007672658584441515,5794059426.995897,0.0,10513006556.986279
2188591441.7143464,0.27,0.008856370899374277,5587172857.146904,0.0,11151844784.36587
2188591441.7143464,0.29000000000000004,0.010108852586924238,5376177211.604167,0.0,11749676273.280512
2188591441.7143464,0.31,0.011427897509016845,5162574478.464027,0.0,12304907776.16565
2188591441.7143464,0.33,0.012811817772962197,4947732831.020946,0.0,12816001226.078768
2188591441.7143464,0.35000000000000003,0.014259477957493553,4732862183.492207,0.0,13281422466.166283
2188591441.7143464,0.37,0.01577031179543609,4519023230.346208,0.0,13699588466.957058
2188591441.7143464,0.39,0.017344319844139918,4307122556.194816,0.0,14068814216.10489
2188591441.7143464,0.41000000000000003,0.01898204590924298,4097920921.8664255,0.0,14387260600.35243
2188591441.7143464,0.43,0.02068452891740035,3892037787.693063,0.0,14652884879.412312
2188591441.7143464,0.45,0.022453225586023084,3689962312.314927,0.0,14863395851.181528
2188591441.7143464,0.47000000000000003,0.024289897677442746,3492076989.1148987,0.0,15016216556.504042
2188591441.7143464,0.49,0.026196455983265674,3298634744.418035,0.0,15108458438.9349
2188591441.7143464,0.51,0.028174751703607843,3109805324.583938,0.0,15136912256.381277
2188591441.7143464,0.53,0.030226304975176102,2925681865.2103853,0.0,15098062728.245827
2188591441.7143464,0.55,0.03235196060626745,2746280529.10087,0.0,14988135793.516438
2188591441.7143464,0.5700000000000001,0.03455146353231728,2571561339.093238,0.0,14803189140.298134
2188591441.7143464,0.59,0.0368229523489409,2401452184.3821726,0.0,14539257892.443521
2188591441.7143464,0.61,0.03916237993072675,2235857128.3891034,0.0,14192567165.199554
2188591441.7143464,0.63,0.041562886863479094,2074657799.691269,0.0,13759820512.331688
2188591441.7143464,0.65,0.044014176618709384,1917782295.6891403,0.0,13238566683.296572
2188591441.7143464,0.67,0.04650196957688248,1765164908.4681087,0.0,12627635375.183552
2188591441.7143464,0.6900000000000001,0.049007641456322165,1616787487.8067331,0.0,11927615331.218405
2188591441.7143464,0.7100000000000001,0.05150817162313924,1472715962.0658638,0.0,11141326518.765432
2188591441.7143464,0.73,0.053976525783686634,1333074802.6149788,0.0,10274216427.435413
2188591441.7143464,0.75,0.056382562995338996,1198071511.288279,0.0,9334595900.482649
2188591441.7143464,0.77,0.05869448202964432,1067973431.3807534,0.0,8333631379.704526
2188591441.7143464,0.79,0.060880713682469306,943106556.469632,0.0,7285035217.813156
2188591441.7143464,0.81,0.06291204833171317,823823327.5266036,0.0,6204444470.391005
2188591441.7143464,0.8300000000000001,0.06476370015309885,710442211.9474902,0.0,5108541956.377264
2188591441.7143464,0.85,0.06641698807322875,603244144.0365978,0.0,4014032921.6929893
2188591441.7143464,0.87,0.06786037566809049,502438140.2399121,0.0,2936625781.785607
2188591441.7143464,0.89,0.06908974264120074,408124629.8760483,0.0,1890163000.5843525
2188591441.7143464,0.91,0.070107916825576,320285229.70258576,0.0,886009619.4482946
2188591441.7143464,0.93,0.07092362796447471,238810376.61955526,0.0,-67253696.11702228
2188591441.7143464,0.9500000000000001,0.0715501179371576,163483188.33419958,0.0,-963845569.3897282
2188591441.7143464,0.97,0.07200364855192755,94009882.52384149,0.0,-1800570725.4724553
2188591441.7143464,0.99,0.07230210311310016,30040770.58969085,0.0,-2576439948.7460976
2604077351.583579,0.01,1.3427316123393749e-05,7376492979.118504,0.0,461668112.2479112
